Index,Vertices,Partial Domination Fraction,Smallest Set Size,Occurrences,Example Set,Max Minimal Set Size,Gamma - Gamma,Edges,Max Degree,Number of Leaves,Is Unique,Excel Row
10489,14,2/3,3,35,"(0, 1, 2)",6,3,"[(0, 1), (0, 5), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 8), (6, 7), (9, 10)]",6,8,False,10491
10490,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 5), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 8), (6, 7)]",7,9,True,10492
10491,14,2/3,2,6,"(0, 1)",7,5,"[(0, 1), (0, 5), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 8), (6, 7)]",7,9,False,10493
10492,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (9, 10), (11, 12), (12, 13)]",4,5,True,10494
10493,14,2/3,3,3,"(1, 6, 9)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (9, 10), (11, 12), (12, 13)]",4,5,False,10495
10494,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (9, 10), (11, 12), (11, 13)]",4,6,True,10496
10495,14,2/3,3,6,"(1, 6, 9)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (9, 10), (11, 12), (11, 13)]",4,6,False,10497
10496,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (9, 10), (11, 12)]",5,6,True,10498
10497,14,2/3,3,17,"(0, 1, 6)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (9, 10), (11, 12)]",5,6,False,10499
10498,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (9, 10)]",6,7,True,10500
10499,14,2/3,3,35,"(0, 1, 2)",7,4,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (9, 10)]",6,7,False,10501
10500,14,1/3,1,1,"(8,)",4,3,"[(0, 1), (0, 5), (0, 8), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13)]",6,8,True,10502
10501,14,2/3,2,3,"(1, 8)",7,5,"[(0, 1), (0, 5), (0, 8), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13)]",6,8,False,10503
10502,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 5), (0, 8), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11), (8, 12)]",5,8,False,10504
10503,14,2/3,3,26,"(0, 1, 8)",7,4,"[(0, 1), (0, 5), (0, 8), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11), (8, 12)]",5,8,False,10505
10504,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11), (12, 13)]",4,7,False,10506
10505,14,2/3,3,19,"(0, 1, 8)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11), (12, 13)]",4,7,False,10507
10506,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11)]",5,8,False,10508
10507,14,2/3,3,21,"(0, 1, 6)",7,4,"[(0, 1), (0, 5), (0, 8), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11)]",5,8,False,10509
10508,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (11, 12), (11, 13)]",4,7,True,10510
10509,14,2/3,3,7,"(1, 6, 8)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (11, 12), (11, 13)]",4,7,False,10511
10510,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (11, 12)]",5,7,True,10512
10511,14,2/3,3,13,"(0, 1, 6)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10), (11, 12)]",5,7,False,10513
10512,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10)]",6,8,True,10514
10513,14,2/3,3,34,"(0, 1, 2)",7,4,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (8, 10)]",6,8,False,10515
10514,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (10, 11), (12, 13)]",5,6,True,10516
10515,14,2/3,3,6,"(0, 1, 6)",5,2,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (10, 11), (12, 13)]",5,6,False,10517
10516,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (10, 11)]",6,7,True,10518
10517,14,2/3,3,35,"(0, 1, 2)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9), (10, 11)]",6,7,False,10519
10518,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9)]",7,8,True,10520
10519,14,2/3,2,5,"(0, 1)",7,5,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9)]",7,8,False,10521
10520,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7)]",8,9,True,10522
10521,14,2/3,2,7,"(0, 1)",8,6,"[(0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7)]",8,9,False,10523
10522,14,1/3,1,1,"(5,)",4,3,"[(0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13)]",9,10,True,10524
10523,14,2/3,1,1,"(5,)",8,7,"[(0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13)]",9,10,True,10525
10524,14,1/3,1,1,"(5,)",4,3,"[(0, 1), (0, 5), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12)]",8,10,True,10526
10525,14,2/3,2,6,"(0, 5)",8,6,"[(0, 1), (0, 5), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12)]",8,10,False,10527
10526,14,1/3,1,1,"(5,)",4,3,"[(0, 1), (0, 5), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (12, 13)]",7,9,True,10528
10527,14,2/3,2,7,"(0, 5)",7,5,"[(0, 1), (0, 5), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (12, 13)]",7,9,False,10529
10528,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 5), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11)]",7,10,False,10530
10529,14,2/3,2,5,"(0, 5)",8,6,"[(0, 1), (0, 5), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11)]",7,10,False,10531
10530,14,1/3,1,1,"(5,)",4,3,"[(0, 1), (0, 5), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (11, 12), (11, 13)]",6,9,True,10532
10531,14,2/3,2,3,"(1, 5)",7,5,"[(0, 1), (0, 5), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (11, 12), (11, 13)]",6,9,False,10533
10532,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 5), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (11, 12)]",6,9,False,10534
10533,14,2/3,2,3,"(0, 5)",7,5,"[(0, 1), (0, 5), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (11, 12)]",6,9,False,10535
10534,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 5), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10)]",6,10,False,10536
10535,14,2/3,2,3,"(0, 5)",8,6,"[(0, 1), (0, 5), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10)]",6,10,False,10537
10536,14,1/3,1,2,"(5,)",4,3,"[(0, 1), (0, 5), (0, 10), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (10, 11), (10, 12), (10, 13)]",5,9,False,10538
10537,14,2/3,2,1,"(5, 10)",7,5,"[(0, 1), (0, 5), (0, 10), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (10, 11), (10, 12), (10, 13)]",5,9,True,10539
10538,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 5), (0, 10), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (10, 11), (10, 12)]",5,9,False,10540
10539,14,2/3,3,26,"(0, 1, 5)",7,4,"[(0, 1), (0, 5), (0, 10), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (10, 11), (10, 12)]",5,9,False,10541
10540,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 5), (0, 10), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (10, 11), (12, 13)]",5,8,False,10542
10541,14,2/3,3,32,"(0, 1, 5)",6,3,"[(0, 1), (0, 5), (0, 10), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (10, 11), (12, 13)]",5,8,False,10543
10542,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 5), (0, 10), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (10, 11)]",5,9,False,10544
10543,14,2/3,2,1,"(0, 5)",7,5,"[(0, 1), (0, 5), (0, 10), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9), (10, 11)]",5,9,True,10545
10544,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 5), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9)]",6,10,False,10546
10545,14,2/3,2,1,"(0, 5)",8,6,"[(0, 1), (0, 5), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9)]",6,10,True,10547
10546,14,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 5), (0, 9), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10), (9, 11), (9, 12)]",4,9,False,10548
10547,14,2/3,3,24,"(0, 1, 5)",7,4,"[(0, 1), (0, 5), (0, 9), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10), (9, 11), (9, 12)]",4,9,False,10549
10548,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 9), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10), (9, 11), (12, 13)]",4,8,False,10550
10549,14,2/3,3,18,"(0, 1, 5)",6,3,"[(0, 1), (0, 5), (0, 9), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10), (9, 11), (12, 13)]",4,8,False,10551
10550,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 9), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10), (9, 11)]",5,9,False,10552
10551,14,2/3,3,18,"(0, 1, 5)",7,4,"[(0, 1), (0, 5), (0, 9), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10), (9, 11)]",5,9,False,10553
10552,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 9), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10), (11, 12)]",5,8,False,10554
10553,14,2/3,3,16,"(0, 1, 5)",6,3,"[(0, 1), (0, 5), (0, 9), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10), (11, 12)]",5,8,False,10555
10554,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10)]",6,9,False,10556
10555,14,2/3,2,1,"(0, 5)",7,5,"[(0, 1), (0, 5), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (9, 10)]",6,9,True,10557
10556,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 5), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8)]",7,10,False,10558
10557,14,2/3,2,4,"(0, 1)",8,6,"[(0, 1), (0, 5), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8)]",7,10,False,10559
10558,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (8, 10), (11, 12), (11, 13)]",4,8,True,10560
10559,14,2/3,3,7,"(1, 5, 8)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (8, 10), (11, 12), (11, 13)]",4,8,False,10561
10560,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (8, 10), (11, 12)]",5,8,True,10562
10561,14,2/3,3,9,"(0, 1, 5)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (8, 10), (11, 12)]",5,8,False,10563
10562,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (8, 10)]",6,9,True,10564
10563,14,2/3,3,31,"(0, 1, 2)",7,4,"[(0, 1), (0, 5), (0, 8), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (8, 10)]",6,9,False,10565
10564,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (10, 11), (12, 13)]",5,7,True,10566
10565,14,2/3,3,3,"(0, 1, 5)",5,2,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 12), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (10, 11), (12, 13)]",5,7,False,10567
10566,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (10, 11)]",6,8,True,10568
10567,14,2/3,3,30,"(0, 1, 2)",6,3,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9), (10, 11)]",6,8,False,10569
10568,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9)]",7,9,True,10570
10569,14,2/3,2,4,"(0, 1)",7,5,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9)]",7,9,False,10571
10570,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7)]",8,10,True,10572
10571,14,2/3,2,7,"(0, 1)",8,6,"[(0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7)]",8,10,False,10573
10572,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 7), (0, 9), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (7, 8), (9, 10), (11, 12)]",6,7,True,10574
10573,14,2/3,3,28,"(0, 1, 2)",5,2,"[(0, 1), (0, 5), (0, 7), (0, 9), (0, 11), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (7, 8), (9, 10), (11, 12)]",6,7,False,10575
10574,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 7), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (7, 8), (9, 10)]",7,8,True,10576
10575,14,2/3,2,3,"(0, 1)",6,4,"[(0, 1), (0, 5), (0, 7), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (7, 8), (9, 10)]",7,8,False,10577
10576,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 5), (0, 7), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (7, 8)]",8,9,True,10578
10577,14,2/3,2,8,"(0, 1)",7,5,"[(0, 1), (0, 5), (0, 7), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6), (7, 8)]",8,9,False,10579
10578,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6)]",9,10,True,10580
10579,14,2/3,1,1,"(0,)",8,7,"[(0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 4), (2, 3), (5, 6)]",9,10,True,10581
10580,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11), (11, 12)]",5,5,True,10582
10581,14,2/3,3,24,"(0, 2, 5)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11), (11, 12)]",5,5,False,10583
10582,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11), (10, 12), (10, 13)]",4,6,False,10584
10583,14,2/3,3,21,"(0, 2, 10)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11), (10, 12), (10, 13)]",4,6,False,10585
10584,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11), (10, 12)]",5,6,True,10586
10585,14,2/3,3,21,"(0, 2, 5)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11), (10, 12)]",5,6,False,10587
10586,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11), (12, 13)]",5,5,True,10588
10587,14,2/3,3,12,"(0, 2, 5)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11), (12, 13)]",5,5,False,10589
10588,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11)]",6,6,True,10590
10589,14,2/3,3,36,"(0, 1, 5)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9), (10, 11)]",6,6,False,10591
10590,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9)]",7,7,True,10592
10591,14,2/3,2,6,"(0, 2)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9)]",7,7,False,10593
10592,14,1/3,1,1,"(7,)",4,3,"[(0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13)]",7,8,True,10594
10593,14,2/3,2,7,"(0, 7)",7,5,"[(0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13)]",7,8,False,10595
10594,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12)]",6,8,False,10596
10595,14,2/3,2,3,"(0, 7)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12)]",6,8,False,10597
10596,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 12), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (7, 11), (12, 13)]",5,7,False,10598
10597,14,2/3,3,29,"(0, 1, 7)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 12), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (7, 11), (12, 13)]",5,7,False,10599
10598,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (7, 11)]",5,8,False,10600
10599,14,2/3,2,1,"(0, 7)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (7, 11)]",5,8,True,10601
10600,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 11), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (11, 12), (11, 13)]",4,7,False,10602
10601,14,2/3,3,21,"(0, 2, 7)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 11), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (11, 12), (11, 13)]",4,7,False,10603
10602,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (11, 12)]",5,7,False,10604
10603,14,2/3,3,21,"(0, 1, 7)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10), (11, 12)]",5,7,False,10605
10604,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10)]",6,8,False,10606
10605,14,2/3,2,1,"(0, 7)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (7, 10)]",6,8,True,10607
10606,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (10, 11), (10, 12)]",5,7,True,10608
10607,14,2/3,3,17,"(0, 2, 5)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (10, 11), (10, 12)]",5,7,False,10609
10608,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (10, 11), (12, 13)]",5,6,True,10610
